pos,corr_resp,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,probe.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,,sequesntial RT,randomRT,,,,,,,,,,sequesntial RT,randomRT
150,v,0,0,0,0,16,1,65,1,,,,,177.43684341700282,178.42406479199417,178.42406479199417,178.42406479199417,178.42406479199417,178.4336382499896,179.42081841698382,179.42081841698382,,v,1,0.35956878995057195,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.35956878995057195,0.4552883730502799,,,,,,,,,,0.35956878995057195,0.4552883730502799
50,c,0,0,0,0,16,2,66,2,,,,,179.79568816698156,180.7804422,180.7804422,180.7804422,180.7804422,180.79016245901585,181.77891537500545,181.77891537500545,,c,1,0.2601173729635775,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2601173729635775,0.4764109159586951,,,,,,,,,,0.2601173729635775,0.4764109159586951
-150,z,0,0,0,0,16,3,67,3,,,,,182.05369166703895,183.04081695899367,183.04081695899367,183.04081695899367,183.04081695899367,183.0501500000246,184.03781733405776,184.03781733405776,,z,1,0.3092505820095539,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3092505820095539,0.6213647900149226,,,,,,,,,,0.3092505820095539,0.6213647900149226
-50,x,0,0,0,0,17,0,68,0,,,,,184.3622074170271,185.35716383403633,185.35716383403633,185.35716383403633,185.35716383403633,185.35716383403633,186.35338149999734,186.35338149999734,,x,1,0.3779123319545761,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3779123319545761,0.761760707,,,,,,,,,,0.3779123319545761,0.761760707
150,v,0,0,0,0,17,1,69,1,,,,,186.74575083400123,187.74023566697724,187.74023566697724,187.74023566697724,187.74023566697724,187.74023566697724,188.72894787497353,188.72894787497353,,v,1,0.6581959159811959,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.6581959159811959,0.452243791,,,,,,,,,,0.6581959159811959,0.452243791
50,c,0,0,0,0,17,2,70,2,,,,,189.4030891250586,190.39035912498366,190.39035912498366,190.39035912498366,190.39035912498366,190.40037183405366,191.3867150839651,191.3867150839651,,c,1,0.2531192069873214,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2531192069873214,0.6935279569588602,,,,,,,,,,0.2531192069873214,0.6935279569588602
-150,z,0,0,0,0,17,3,71,3,,,,,191.65351266704965,192.6405785420211,192.6405785420211,192.6405785420211,192.6405785420211,192.65028483397327,193.6377344999928,193.6377344999928,,z,1,0.45684712298680097,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.45684712298680097,0.6486714159836993,,,,,,,,,,0.45684712298680097,0.6486714159836993
-50,x,0,0,0,0,18,0,72,0,,,,,194.10191862494685,195.09546987502836,195.09546987502836,195.09546987502836,195.09546987502836,195.09546987502836,196.08777604205534,196.08777604205534,,x,1,0.4838746649911627,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.4838746649911627,1.2701622489839792,,,,,,,,,,0.4838746649911627,1.2701622489839792
150,v,0,0,0,0,18,1,73,1,,,,,196.58680962503422,197.57376225001644,197.57376225001644,197.57376225001644,197.57376225001644,197.5836353750201,198.57041299995035,198.57041299995035,,v,1,0.4774002489866689,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.4774002489866689,0.8130074160872027,,,,,,,,,,0.4774002489866689,0.8130074160872027
50,c,0,0,0,0,18,2,74,2,,,,,199.06226920895278,200.05685962503776,200.05685962503776,200.05685962503776,200.05685962503776,200.05685962503776,201.05487979203463,201.05487979203463,,c,1,0.7667641650186852,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.7667641650186852,0.5600530820665881,,,,,,,,,,0.7667641650186852,0.5600530820665881
-150,z,0,0,0,0,18,3,75,3,,,,,201.83707466698252,202.8241432,202.8241432,202.8241432,202.8241432,202.8338089589961,203.82120600005146,203.82120600005146,,z,1,0.40519378997851163,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.40519378997851163,0.608235665,,,,,,,,,,0.40519378997851163,0.608235665
-50,x,0,0,0,0,19,0,76,0,,,,,204.23723562504165,205.2249053339474,205.2249053339474,205.2249053339474,205.2249053339474,205.23420958395582,206.2291013,206.2291013,,x,1,0.4922261229949072,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.4922261229949072,0.4381499569863081,,,,,,,,,,0.4922261229949072,0.4381499569863081
150,v,0,0,0,0,19,1,77,1,,,,,206.73682920902502,207.72404433402698,207.72404433402698,207.72404433402698,207.72404433402698,207.73405462503433,208.72989312501159,208.72989312501159,,v,1,0.2705884149763733,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2705884149763733,0.6858943739207461,,,,,,,,,,0.2705884149763733,0.6858943739207461
50,c,0,0,0,0,19,2,78,2,,,,,209.01248312497046,209.99725508398842,209.99725508398842,209.99725508398842,209.99725508398842,210.00700245902408,210.99581654195208,210.99581654195208,,c,1,0.28082874801475555,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.28082874801475555,0.35292720689903945,,,,,,,,,,0.28082874801475555,0.35292720689903945
-150,z,0,0,0,0,19,3,79,3,,,,,211.28702687495388,212.27431479201186,212.27431479201186,212.27431479201186,212.27431479201186,212.28401725005824,213.2793155000545,213.2793155000545,,z,1,0.32915358198806643,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.32915358198806643,0.5150860409485176,,,,,,,,,,0.32915358198806643,0.5150860409485176
-50,x,0,0,0,0,20,0,80,0,,,,,213.6203887090087,214.60864858399145,214.60864858399145,214.60864858399145,214.60864858399145,214.6174462919589,215.60424104204867,215.60424104204867,,x,1,0.35153095703572035,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.35153095703572035,0.3831054159672931,,,,,,,,,,0.35153095703572035,0.3831054159672931
150,v,0,0,0,0,20,1,81,1,,,,,215.9705587089993,216.95749575004447,216.95749575004447,216.95749575004447,216.95749575004447,216.9676449999679,217.95417541696224,217.95417541696224,,v,1,0.34067091601900756,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.34067091601900756,0.5311684570042416,,,,,,,,,,0.34067091601900756,0.5311684570042416
50,c,0,0,0,0,20,2,82,2,,,,,218.30222954205237,219.29107137501705,219.29107137501705,219.29107137501705,219.29107137501705,219.3008271669969,220.2959104590118,220.2959104590118,,c,1,0.6360924149630591,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.6360924149630591,0.4237649979768321,,,,,,,,,,0.6360924149630591,0.4237649979768321
-50,x,0,0,0,0,21,0,84,0,,,,,224.0887619999703,225.07489333394915,225.07489333394915,225.07489333394915,225.07489333394915,225.08388799999375,226.0794395840494,226.0794395840494,,x,1,0.7762064980342984,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.7762064980342984,0.7460770399775356,,,,,,,,,,0.7762064980342984,0.7460770399775356
150,v,0,0,0,0,21,1,85,1,,,,,226.88520966703072,227.85796608403325,227.85796608403325,227.85796608403325,227.85796608403325,227.8798883750569,228.86281075002626,228.86281075002626,,v,1,0.3534922479884699,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3534922479884699,0.9937920820666477,,,,,,,,,,0.3534922479884699,0.9937920820666477
50,c,0,0,0,0,21,2,86,2,,,,,229.2295211669989,230.21420375001617,230.21420375001617,230.21420375001617,230.21420375001617,230.22398933395743,231.21281258400995,231.21281258400995,,c,1,0.789843499,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.789843499,0.6044479149859399,,,,,,,,,,0.789843499,0.6044479149859399
-150,z,0,0,0,0,21,3,87,3,,,,,232.01294033403974,232.99742779205553,232.99742779205553,232.99742779205553,232.99742779205553,233.0071185840061,233.99609404196963,233.99609404196963,,z,1,0.40159233193844557,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.40159233193844557,0.9232934979954734,,,,,,,,,,0.40159233193844557,0.9232934979954734
-50,x,0,0,0,0,22,0,88,0,,,,,234.4128368749516,235.3974960000487,235.3974960000487,235.3974960000487,235.3974960000487,235.40722225001082,236.39627895900048,236.39627895900048,,x,1,0.2944174570729956,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2944174570729956,0.9372369989287108,,,,,,,,,,0.2944174570729956,0.9372369989287108
150,v,0,0,0,0,22,1,89,1,,,,,236.70411504199728,237.69123025005683,237.69123025005683,237.69123025005683,237.69123025005683,237.7007310000481,238.68846533400938,238.68846533400938,,v,1,0.376410874,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.376410874,0.6490898319752887,,,,,,,,,,0.376410874,0.6490898319752887
50,c,0,0,0,0,22,2,90,2,,,,,239.0794637920335,240.06427233398426,240.06427233398426,240.06427233398426,240.06427233398426,240.07304120901972,241.07233141700272,241.07233141700272,,c,1,0.36539337399881333,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.36539337399881333,0.7263532900251448,,,,,,,,,,0.36539337399881333,0.7263532900251448
-150,z,0,0,0,0,22,3,91,3,,,,,241.45420204196125,242.44156937499065,242.44156937499065,242.44156937499065,242.44156937499065,242.45050404197536,243.43770841695368,243.43770841695368,,z,1,0.2739077489823103,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2739077489823103,0.7764294990338385,,,,,,,,,,0.2739077489823103,0.7764294990338385
-50,x,0,0,0,0,23,0,92,0,,,,,243.7206498340238,244.71283154201228,244.71283154201228,244.71283154201228,244.71283154201228,244.72238616703544,245.71329120895825,245.71329120895825,,x,1,0.6247862069867551,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.6247862069867551,1.0247621649177745,,,,,,,,,,0.6247862069867551,1.0247621649177745
150,v,0,0,0,0,23,1,93,1,,,,,246.35403733397834,247.34202358406037,247.34202358406037,247.34202358406037,247.34202358406037,247.3515281,248.3463510000147,248.3463510000147,,v,1,0.2854127479949966,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2854127479949966,0.8192632899153978,,,,,,,,,,0.2854127479949966,0.8192632899153978
50,c,0,0,0,0,23,2,94,2,,,,,248.64657974999864,249.64023749995977,249.64023749995977,249.64023749995977,249.64023749995977,249.64023749995977,250.6392230000347,250.6392230000347,,c,1,0.6721264569787309,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.6721264569787309,0.49214416497852653,,,,,,,,,,0.6721264569787309,0.49214416497852653
-150,z,0,0,0,0,23,3,95,3,,,,,251.31937208399177,252.30790891696233,252.30790891696233,252.30790891696233,252.30790891696233,252.3175262500299,253.31297916697804,253.31297916697804,,z,1,0.3084231649991125,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3084231649991125,1.0518677909858525,,,,,,,,,,0.3084231649991125,1.0518677909858525
-50,x,0,0,0,0,24,0,96,0,,,,,253.63739629194606,254.6244807499461,254.6244807499461,254.6244807499461,254.6244807499461,254.6345839999849,255.62174608395435,255.62174608395435,,x,1,0.2599843320203945,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2599843320203945,0.6888614159543067,,,,,,,,,,0.2599843320203945,0.6888614159543067
150,v,0,0,0,0,24,1,97,1,,,,,255.89637054200284,256.8903683749959,256.8903683749959,256.8903683749959,256.8903683749959,256.8903683749959,257.87918162497226,257.87918162497226,,v,1,0.31903441494796425,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.31903441494796425,0.7131312909768894,,,,,,,,,,0.31903441494796425,0.7131312909768894
50,c,0,0,0,0,24,2,98,2,,,,,258.2131459170487,259.2066849169787,259.2066849169787,259.2066849169787,259.2066849169787,259.2066849169787,260.20478154195007,260.20478154195007,,c,1,0.2963398739229888,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2963398739229888,0.9031058320542797,,,,,,,,,,0.2963398739229888,0.9031058320542797
-150,z,0,0,0,0,24,3,99,3,,,,,260.5133455840405,261.51376216695644,261.51376216695644,261.51376216695644,261.51376216695644,261.53096737503074,262.50559079204686,262.50559079204686,,z,1,0.2811815820168704,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2811815820168704,0.7017667490290478,,,,,,,,,,0.2811815820168704,0.7017667490290478
-50,x,0,0,0,0,25,0,100,0,,,,,262.80423583404627,263.7923367089825,263.7923367089825,263.7923367089825,263.7923367089825,263.8012395419646,264.7886445840122,264.7886445840122,,x,1,0.2886375399539247,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2886375399539247,0.5359299989650026,,,,,,,,,,0.2886375399539247,0.5359299989650026
150,v,0,0,0,0,25,1,101,1,,,,,265.0874655840453,266.07443579204846,266.07443579204846,266.07443579204846,266.07443579204846,266.0843815,267.0709668339696,267.0709668339696,,v,1,0.26058653998188674,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.26058653998188674,0.43104708194732666,,,,,,,,,,0.26058653998188674,0.43104708194732666
50,c,0,0,0,0,25,2,102,2,,,,,267.34663341694977,268.34724375000224,268.34724375000224,268.34724375000224,268.34724375000224,268.36434162501246,269.32984333403874,269.32984333403874,,c,1,0.23549478990025818,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.23549478990025818,0.4528335399227217,,,,,,,,,,0.23549478990025818,0.4528335399227217
-150,z,0,0,0,0,25,3,103,3,,,,,269.5799719589995,270.56470987503417,270.56470987503417,270.56470987503417,270.56470987503417,270.5744636669988,271.56336499995086,271.56336499995086,,z,1,0.24391033197753131,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.24391033197753131,0.6329694980522618,,,,,,,,,,0.24391033197753131,0.6329694980522618
-50,x,0,0,0,0,26,0,104,0,,,,,271.8216147919884,272.80808766698465,272.80808766698465,272.80808766698465,272.80808766698465,272.8177603749791,273.8131902089808,273.8131902089808,,x,1,0.28216362395323813,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.28216362395323813,0.45355128997471184,,,,,,,,,,0.28216362395323813,0.45355128997471184
150,v,0,0,0,0,26,1,105,1,,,,,274.1031586669851,275.0919942499604,275.0919942499604,275.0919942499604,275.0919942499604,275.1009266669862,276.08747370901983,276.08747370901983,277.08005841705017,v,1,1.2845586650073528,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,1.2845586650073528,0.8191237909486517,,,,,,,,,,1.2845586650073528,0.8191237909486517
50,c,0,0,0,0,26,2,106,2,,,,,277.3889308340149,278.3755247090012,278.3755247090012,278.3755247090012,278.3755247090012,278.38475391699467,279.372538,279.372538,,c,1,0.6116353739053011,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.6116353739053011,0.44335158192552626,,,,,,,,,,0.6116353739053011,0.44335158192552626
-150,z,0,0,0,0,26,3,107,3,,,,,279.9969814589713,280.9974091249751,280.9974091249751,280.9974091249751,280.9974091249751,281.01453508401755,281.97990795900114,281.97990795900114,,z,1,0.4945124570513144,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.4945124570513144,0.7802313729189336,,,,,,,,,,0.4945124570513144,0.7802313729189336
-50,x,0,0,0,0,27,0,108,0,,,,,282.4879179589916,283.4745906670578,283.4745906670578,283.4745906670578,283.4745906670578,283.4845809589606,284.4801369589986,284.4801369589986,,x,1,0.3009729570476338,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3009729570476338,0.6446665399707854,,,,,,,,,,0.3009729570476338,0.6446665399707854
150,v,0,0,0,0,27,1,109,1,,,,,284.79671716701705,285.7974602499744,285.7974602499744,285.7974602499744,285.7974602499744,285.81457291694824,286.78006625000853,286.78006625000853,,v,1,0.3583111650077626,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3583111650077626,0.6635148740606382,,,,,,,,,,0.3583111650077626,0.6635148740606382
50,c,0,0,0,0,27,2,110,2,,,,,287.15444866695907,288.14192037505563,288.14192037505563,288.14192037505563,288.14192037505563,288.1516653340077,289.14678670896683,289.14678670896683,,c,1,0.26409949897788465,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.26409949897788465,0.5154924150556326,,,,,,,,,,0.26409949897788465,0.5154924150556326
-150,z,0,0,0,0,27,3,111,3,,,,,289.42172054201365,290.4091705000028,290.4091705000028,290.4091705000028,290.4091705000028,290.4180361670442,291.40562662505545,291.40562662505545,,z,1,0.31192108197137713,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.31192108197137713,0.6587890399387106,,,,,,,,,,0.31192108197137713,0.6587890399387106
-50,x,0,0,0,0,28,0,112,0,,,,,291.7301688339794,292.7150756670162,292.7150756670162,292.7150756670162,292.7150756670162,292.7248522089794,293.71337095904164,293.71337095904164,,x,1,0.2523147069150582,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2523147069150582,0.864004499,,,,,,,,,,0.2523147069150582,0.864004499
150,v,0,0,0,0,28,1,113,1,,,,,293.98029687500093,294.97372624999844,294.97372624999844,294.97372624999844,294.97372624999844,294.97372624999844,295.9636062090285,295.9636062090285,,v,1,0.2811468730214983,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2811468730214983,0.7280607069842517,,,,,,,,,,0.2811468730214983,0.7280607069842517
50,c,0,0,0,0,28,2,114,2,,,,,296.2535339590395,297.2418950420106,297.2418950420106,297.2418950420106,297.2418950420106,297.2508713339921,298.2391332089901,298.2391332089901,,c,1,0.29685991595033556,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.29685991595033556,0.3856450819876045,,,,,,,,,,0.29685991595033556,0.3856450819876045
-150,z,0,0,0,0,28,3,115,3,,,,,298.54718537500594,299.53105270897504,299.53105270897504,299.53105270897504,299.53105270897504,299.5407630839618,300.5385797499912,300.5385797499912,,z,1,0.2567146238870919,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2567146238870919,0.7630717899883166,,,,,,,,,,0.2567146238870919,0.7630717899883166
-50,x,0,0,0,0,29,0,116,0,,,,,300.8052507919492,301.7927717920393,301.7927717920393,301.7927717920393,301.7927717920393,301.8018039589515,302.79695758398157,302.79695758398157,,x,1,0.2258169149281457,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2258169149281457,0.6315544990357012,,,,,,,,,,0.2258169149281457,0.6315544990357012
150,v,0,0,0,0,29,1,117,1,,,,,303.03824416699354,304.02195387496613,304.02195387496613,304.02195387496613,304.02195387496613,304.0307281250134,305.0228618750116,305.0228618750116,,v,1,0.4029880400048569,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.4029880400048569,0.37738428998272866,,,,,,,,,,0.4029880400048569,0.37738428998272866
50,c,0,0,0,0,29,2,118,2,,,,,305.43932795897126,306.43183854199015,306.43183854199015,306.43183854199015,306.43183854199015,306.4415368339978,307.4303726250073,307.4303726250073,,c,1,0.27500637306366116,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.27500637306366116,0.4948264149716124,,,,,,,,,,0.27500637306366116,0.4948264149716124
-150,z,0,0,0,0,29,3,119,3,,,,,307.7224337089574,308.70864275004715,308.70864275004715,308.70864275004715,308.70864275004715,308.7184147919761,309.7062491249526,309.7062491249526,,z,1,0.3988526239991188,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3988526239991188,0.6223327070474625,,,,,,,,,,0.3988526239991188,0.6223327070474625
-50,x,0,0,0,0,30,0,120,0,,,,,310.1217087500263,311.1094813339878,311.1094813339878,311.1094813339878,311.1094813339878,311.1185166250216,312.1063265419798,312.1063265419798,,x,1,0.26368937303777784,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.26368937303777784,0.4763384989928454,,,,,,,,,,0.26368937303777784,0.4763384989928454
150,v,0,0,0,0,30,1,121,1,,,,,312.38050329196267,313.3649686250137,313.3649686250137,313.3649686250137,313.3649686250137,313.3747488340596,314.3637901,314.3637901,,v,1,0.31069245690014213,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.31069245690014213,0.7857145819580182,,,,,,,,,,0.31069245690014213,0.7857145819580182
50,c,0,0,0,0,30,2,122,2,,,,,314.68845712498296,315.67548054200597,315.67548054200597,315.67548054200597,315.67548054200597,315.68497445899993,316.67151616699994,316.67151616699994,,c,1,0.29795612394809723,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.29795612394809723,0.5443262910703197,,,,,,,,,,0.29795612394809723,0.5443262910703197
-150,z,0,0,0,0,30,3,123,3,,,,,316.9805514999898,317.9652176250238,317.9652176250238,317.9652176250238,317.9652176250238,317.97501916706096,318.9637735419674,318.9637735419674,,z,1,0.32234449894167483,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.32234449894167483,0.7996752070030198,,,,,,,,,,0.32234449894167483,0.7996752070030198
-50,x,0,0,0,0,31,0,124,0,,,,,319.2973942919634,320.28489733405877,320.28489733405877,320.28489733405877,320.28489733405877,320.2976726,321.2805549999466,321.2805549999466,,x,1,0.2756047489820048,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2756047489820048,0.8626059149391949,,,,,,,,,,0.2756047489820048,0.8626059149391949
150,v,0,0,0,0,31,1,125,1,,,,,321.57155829202384,322.55975104204845,322.55975104204845,322.55975104204845,322.55975104204845,322.5686502919998,323.56424787500873,323.56424787500873,,v,1,0.3063107489142567,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3063107489142567,0.789267999,,,,,,,,,,0.3063107489142567,0.789267999
50,c,0,0,0,0,31,2,126,2,,,,,323.8808035419788,324.86803554196376,324.86803554196376,324.86803554196376,324.86803554196376,324.88126745901536,325.8638250840595,325.8638250840595,,c,1,0.3255817909957841,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3255817909957841,0.6520961659261957,,,,,,,,,,0.3255817909957841,0.6520961659261957
-150,z,0,0,0,0,31,3,127,3,,,,,326.2050945420051,327.1916465839604,327.1916465839604,327.1916465839604,327.1916465839604,327.2017441249918,328.19719704205636,328.19719704205636,,z,1,0.23875812289770693,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.23875812289770693,0.45154437399469316,,,,,,,,,,0.23875812289770693,0.45154437399469316
-50,x,0,0,0,0,32,0,128,0,,,,,328.4472805840196,329.4415153750451,329.4415153750451,329.4415153750451,329.4415153750451,329.4415153750451,330.43057129206136,330.43057129206136,,x,1,0.24216333194635808,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.24216333194635808,0.6012886229436845,,,,,,,,,,0.24216333194635808,0.6012886229436845
150,v,0,0,0,0,32,1,129,1,,,,,330.6885317,331.6761708339909,331.6761708339909,331.6761708339909,331.6761708339909,331.6851501669735,332.672347,332.672347,,v,1,0.2380039570853114,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2380039570853114,0.4713039150228724,,,,,,,,,,0.2380039570853114,0.4713039150228724
50,c,0,0,0,0,32,2,130,2,,,,,332.92183787503745,333.90896329202224,333.90896329202224,333.90896329202224,333.90896329202224,333.9186222499702,334.91512666700874,334.91512666700874,,c,1,0.2717548740329221,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2717548740329221,0.6752113319234923,,,,,,,,,,0.2717548740329221,0.6752113319234923
-150,z,0,0,0,0,32,3,131,3,,,,,335.19736487499904,336.1981282499619,336.1981282499619,336.1981282499619,336.1981282499619,336.2151648750296,337.18843141698744,337.18843141698744,,z,1,0.310845124,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.310845124,0.656516915,,,,,,,,,,0.310845124,0.656516915
-50,x,0,0,0,0,33,0,132,0,,,,,337.5142858750187,338.51474649994634,338.51474649994634,338.51474649994634,338.51474649994634,338.53148154204246,339.49741891701706,339.49741891701706,,x,1,0.2680698740296066,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2680698740296066,0.5894269570708275,,,,,,,,,,0.2680698740296066,0.5894269570708275
150,v,0,0,0,0,33,1,133,1,,,,,339.7808461249806,340.7814229170326,340.7814229170326,340.7814229170326,340.7814229170326,340.7980436249636,341.77317162498366,341.77317162498366,,v,1,0.4258428319590166,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.4258428319590166,0.6302721650572494,,,,,,,,,,0.4258428319590166,0.6302721650572494
50,c,0,0,0,0,33,2,134,2,,,,,342.2143469169969,343.21471641701646,343.21471641701646,343.21471641701646,343.21471641701646,343.2319531670073,344.20613199996296,344.20613199996296,,c,1,0.3659530410077423,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3659530410077423,0.5443481240654364,,,,,,,,,,0.3659530410077423,0.5443481240654364
-150,z,0,0,0,0,33,3,135,3,,,,,344.58870520896744,345.5761425839737,345.5761425839737,345.5761425839737,345.5761425839737,345.5855145419482,346.5723224170506,346.5723224170506,,z,1,0.6804206239758059,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.6804206239758059,0.5484562910860404,,,,,,,,,,0.6804206239758059,0.5484562910860404
-50,x,0,0,0,0,34,0,136,0,,,,,347.2642739589792,348.2485740419943,348.2485740419943,348.2485740419943,348.2485740419943,348.25778529199306,349.25636054202914,349.25636054202914,,x,1,0.2766875399975106,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.2766875399975106,0.5978637479711324,,,,,,,,,,0.2766875399975106,0.5978637479711324
150,v,0,0,0,0,34,1,137,1,,,,,349.5476029169513,350.5481409999775,350.5481409999775,350.5481409999775,350.5481409999775,350.5653390419902,351.5309188340325,351.5309188340325,,v,1,0.3071643318980932,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3071643318980932,0.9809453740017489,,,,,,,,,,0.3071643318980932,0.9809453740017489
50,c,0,0,0,0,34,2,138,2,,,,,351.85551545897033,352.84235533396713,352.84235533396713,352.84235533396713,352.84235533396713,352.85218866704963,353.8483723340323,353.8483723340323,,c,1,0.3356044569518417,None,tutorial4,001,2023-10-17_19h49.07.799,tutorial4,2023.1.3,None,,0.3356044569518417,0.42239037388935685,,,,,,,,,,0.3356044569518417,0.42239037388935685
